frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame,approx_time
0,369.2170014880952,86.11714913504464,83.61636904761906,99.79906180245537,0.9078356027603149,374.3840153926332,376.78856659787164,379.53350930032474,383.5973566280685,388.7008877615587,395.8294292265998,405.1748911310354,416.27617526671037,427.9836697765194,439.19103448175576,448.94515748621103,456.0479943465156,459.2436099377075,458.9672122703911,457.0127272081535,454.4248067336075,451.5283453440004,376.0485098984765,377.7353754765898,382.26932583305944,389.1877048508206,396.53838306873627,409.7352920325901,415.8957671035269,423.6947483327105,431.80930158933114,438.46395321842283,405.28444799676646,406.3521206264984,407.2321946122195,408.1136177149345,404.07596395761027,408.263362563078,412.6361005769555,417.2828521043083,421.5233909291489,383.69839763891184,386.86763406687015,391.7641614000105,398.0230470605617,393.53554130579124,388.6971009543349,417.80074171354204,422.05690602568296,427.56295228177595,433.6266478384058,428.83047981942667,423.5049654040428,399.8095813334226,404.65563455934483,410.49253569728785,415.0971041194779,419.3259149061118,427.552380629564,436.5930634425141,429.5854214194124,422.98313551660453,418.3528018151041,413.8104890747275,407.3560599700901,402.0233716786273,412.00406424893725,416.6128549076454,421.15822992945266,434.5215264201346,421.5296725320837,416.96550266876807,412.42606661700825,150.03112847597072,158.6748282598117,166.98504630966625,175.49342037937322,182.49543751257423,186.6301313279634,187.27939923494148,184.65310387701203,180.57205352304902,175.95304098320153,171.60043978964111,165.9059026163932,158.28660378388554,149.17907900516101,139.43020970497844,129.84393041712252,120.85856497001701,125.89304130033524,118.90298062726582,112.82672900295142,108.62427596499565,107.19804158774163,101.64582733462417,97.7552523132887,95.96402468368954,96.89178531532647,101.11658087281171,112.54155850608176,115.15406645938783,117.49033735454343,120.29736085327376,138.06443932506446,136.79016620244397,135.2772921028932,133.23678477137457,131.06261135377002,131.06911424044458,124.88371619604544,122.16977820080523,123.46773939085654,126.84076743584563,129.34307965584944,115.1746708308325,109.79311452381104,108.29009468886423,110.77688492525243,112.95545189581878,114.4786585183788,159.06610787898342,151.0374198515704,145.17633454232842,144.09509222262034,141.47273714289545,141.71577093280587,144.1928139773674,146.94034427193847,148.77759178122022,150.744525838365,152.72303803182822,156.04281521557454,157.55107090933126,149.38202474725117,147.54208614216668,145.4438308927588,144.49654375563534,146.04622233783593,147.93624244995513,149.81666170304334,40.63862584064161,-15.105141293486554,11.73979326661458,0.5518751,0.39397818,0.52476245,0.28659979,0.7813305,1.0,0.40157402,0.65981674,0.0,0.79893196,0.5749917,0.47194389,0.58431107,0.0,0.57374877,0.6661467,0.63159347,0.28091097,0.3045582,0.3191056,0.24040313,0.00026589987,0.007447159,0.011083982,0.0527657,0.18067122,0.50736296,P6_T3.mp4,0,00:00
1,371.03035714285716,88.18326939174108,80.98076636904761,97.58649902343748,0.6076275110244751,372.9910187917507,376.17684745293775,379.7319772480075,384.45941775185514,390.0789457014819,397.4063020647066,406.7636106263048,417.7105634211364,429.1697593430994,440.1072822520537,449.5642013994056,456.3040221270184,459.05347252384166,458.60365091366043,456.620345589689,453.95720203140854,450.9233124936668,374.76326847233855,376.3911836635769,380.7940050575555,387.6690724052269,395.0614503094501,410.29299145838354,416.2841727784147,423.9048118542873,431.78367345275524,438.33556653613624,405.0736508343542,406.3757358978112,407.4860892550058,408.61424841447496,404.46190531038934,408.6381476959283,413.03144148500513,417.6832788734725,421.8675237491359,382.4954922044477,385.7478605414801,390.5883514869338,397.07479027363576,392.6086364817988,387.7374722325056,417.87682536162083,422.10440164477905,427.4846296629379,433.6391343727841,428.820881485365,423.5889420870883,400.36013878148214,405.2772100325623,411.03029894907286,415.64281490002054,419.89856218199475,428.122085760277,437.1468495011154,430.21769816327424,423.6989806887565,419.0420060715655,414.48950007163853,408.0402224340187,402.4450893408988,412.5284048859803,417.16902552640585,421.76170102538765,435.1517201751633,422.20223932822864,417.56836130050294,412.9783102553256,151.58471016906657,160.10581609708075,168.2839352285599,176.4454840054333,182.96776822435018,186.56388417032363,186.6729944412578,183.53886612403255,179.16152845569238,174.465661666697,170.27354342962022,164.65164928361125,156.9986233310028,147.97220534667596,138.2919842681748,128.78894523116082,119.86799748410054,127.175042250062,120.18748983514138,113.96209695285351,109.59325734969133,107.8761560986487,101.63461863750526,97.7631339700784,95.90238051787605,96.76940477881921,100.77347496786597,112.18668187386056,114.66811341586893,116.88697742865092,119.48363366056341,137.55766767763234,136.16006575756086,134.46386939785958,132.41593340898825,130.25120922581866,131.44859533431057,125.33416589445977,122.45256447667975,123.37403742915244,126.75348935772132,129.38123768929324,114.764569073113,109.6863242507597,108.0970848534855,110.31864660934042,112.40734888130994,113.98132317095026,158.34891179332558,150.12095595928307,144.22827541608297,143.0643161939462,140.45431782520598,140.60720621917622,143.22176248242255,145.31655823357104,146.91757277331365,148.908067425526,150.99519223324072,154.68386903533352,156.69736953791687,148.23844082929125,146.35929700564932,144.24638833529193,143.36306419204328,144.61629672311355,146.53410936078922,148.48474861081155,40.288453038605354,-16.875498255667335,12.132310728748493,0.55104136,0.36027595,0.45922208,0.295441,0.82536966,1.0,0.37490538,0.06384497,0.0,0.7469004,0.64314485,0.39784613,0.50862646,1.0,0.28570062,0.57610226,0.11103143,0.31753427,0.42036057,0.35431975,0.15484156,0.00038093558,0.0019906512,0.0035588532,0.09438371,0.05446606,0.69037825,P6_T3.mp4,1,00:00
2,372.06837797619045,88.97520577566964,79.58437500000002,96.62449428013393,0.5091280341148376,373.5679101368744,376.477936702595,379.84710022872093,384.47200087082933,390.0019838288869,397.29390560680685,406.6624572514864,417.7197762077263,429.20783777803297,440.2007934514566,449.8318295245009,456.5514585351272,459.1209861951664,458.4698064213544,456.4424148460609,453.8018546700993,450.73538966574375,375.8968737209887,377.67994156977727,382.18440380977916,389.0616737943363,396.390221065361,410.7308967799156,416.4772669799979,423.87679147796587,431.6220034067494,437.88313473579143,405.7253194221127,406.93367388299066,407.980587980404,409.0166792601549,404.81695259524776,408.96869879296366,413.3472818497577,418.00470796161306,422.15185135181736,383.5861366584656,386.7850809679113,391.4762886460081,397.7987941974327,393.49865929088537,388.7775921085034,418.28049630057814,422.360843692885,427.544890419721,433.59179077692386,428.91656161379234,423.8670398842739,400.50905649825665,405.4746461019122,411.21620961637234,415.88486630211116,420.19111064085115,428.34376087900307,437.28257893348473,430.4283489031946,423.9900924184243,419.3216430663572,414.7525825653778,408.30456412023193,402.61146485153023,412.7208646274683,417.417034491441,422.0742256251351,435.3449351935452,422.5721374377084,417.8852699444725,413.2510928483364,152.40189977940838,160.88357473229408,169.0261347317569,177.15487939756255,183.63407737137,187.14586745803493,187.13800951187773,183.730065950242,179.135392829686,174.48049618862527,170.53830904401298,165.10146728240278,157.55612501313237,148.6280537539669,139.12387824350984,129.81420245046903,121.11227693814268,127.8731791716809,120.91797764327576,114.85190583256356,110.7417438582671,109.24510229358212,102.99266515650649,99.00397652489441,96.8644934555607,97.37854619447545,101.189484213783,113.03555229056511,115.69037011201685,118.09560657060564,120.83609120964019,138.67596149030433,137.29911041000182,135.59992803700007,133.47583949278965,131.189802617619,132.32024799579668,126.13264064229858,123.25578573626845,124.16184079269401,127.41449834535327,130.0388139281376,115.4211369726385,110.23347227323143,108.58603347356215,110.79112037218106,112.79260560519636,114.39478691989602,159.25039357811497,150.97579658539493,144.96134394781214,143.71107352964006,141.03123053401484,140.99686843349275,143.44743494383624,145.3872211317166,147.00110643218338,149.0885902166562,151.30073682679628,155.25799712934074,157.58021718578323,148.96718944075693,146.9610288334449,144.75325696377757,143.60242377454998,144.87888043545703,146.88531748766462,148.97725203495648,39.93271420953728,-16.913285773530788,11.901209225107136,0.5426616,0.38982198,0.4541311,0.2887767,0.76140606,1.0,0.4219946,0.7870022,0.0,0.8219572,0.5360419,0.41153196,0.50238264,0.0,0.4194255,0.56807333,0.37152383,0.25742322,0.28056356,0.45512512,0.14028917,0.0005999053,0.0023094765,0.0035185537,0.07801159,0.1503779,0.6248934,P6_T3.mp4,2,00:00
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6_T3.mp4,3,00:00
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6_T3.mp4,4,00:00
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6_T3.mp4,5,00:00
6,370.5991443452381,86.92149483816964,82.24058779761907,98.70325404575892,0.6560831665992737,373.26749360989896,376.74790074124417,380.57995332311395,385.6079583689765,391.4697689655807,399.07465646925556,408.6698235476216,419.8322606923613,431.39660558266996,442.3233722543188,451.7458635163369,458.31104620176967,460.728747664075,459.86927971534374,457.55857668603113,454.6274084099229,451.36228302941447,376.18891935252014,378.02466857948303,382.65829692876,389.7708899794491,397.30931999110913,411.07649406168525,416.95928640432106,424.4629645166404,432.28463045020936,438.6638013441079,406.8362646257416,408.2516676565304,409.4581180533457,410.67324495280997,406.3276620188754,410.57146724700107,415.003988172694,419.6139220451478,423.6793683123914,384.290252475623,387.58396654407045,392.34437667015476,398.79969111110023,394.3864611076924,389.5993684415252,419.2726792200529,423.45704087429374,428.7039175827887,434.7472958224996,430.0857194627574,424.9552236705917,401.90761930183345,406.98096242744515,412.8762259189252,417.549761591513,421.8447998381283,430.07921032081896,439.02399269085447,432.14770549587485,425.6665345122508,420.9878804796788,416.36302217549184,409.78984072887005,403.9884726688234,414.38188505070343,419.08157024795514,423.71919974277836,437.0965736365755,424.14524496805194,419.4806046521262,414.8315029711316,153.19358965199805,161.84997185139568,170.08265974120891,178.19524619647004,184.5397675582276,187.8884245736773,187.66796092459458,184.0908979773281,179.39585107319306,174.54875710839787,170.28569978692494,164.48888530231247,156.66260931485434,147.45638111682857,137.7476358654626,128.35440750294018,119.61721522415145,127.68751343623315,120.43937562345346,114.07247820380655,109.70233420175492,108.13578070577904,101.97155798684238,98.00617036243375,96.0083685635176,96.78081556775977,100.76614538163768,112.30241871486093,114.96554377345448,117.37780565456288,120.17124062844938,138.2578692877169,136.85407963923691,135.11902973258285,132.97308494620827,130.69715499565694,132.03314578881586,125.90215887569352,122.97253669729086,123.70930873244353,127.10241076207284,129.78151922343068,115.02019726837486,110.03400745863115,108.42354549379816,110.48574332112177,112.58354022461097,114.17338402346644,159.07903295211534,150.62736397266303,144.59811946631527,143.39332106430862,140.78409410129993,140.9324206437371,143.53533613939985,145.74703243710184,147.36751226789002,149.3825294058701,151.49622146453765,155.2847326875079,157.439858752723,148.62711595066483,146.70842987748983,144.58335741014025,143.70501153782607,145.09755138405126,147.01306760393948,148.99267275063613,40.66158128453142,-16.677134414964762,10.626911021690963,0.57163036,0.35979342,0.37839508,0.2974441,0.8186365,1.0,0.44774422,0.1630176,0.0,0.8150843,0.6591789,0.5231527,0.5245078,1.0,0.41909805,0.5899867,0.522421,0.3504895,0.40041515,0.4067434,0.23584545,0.00026569757,0.002048115,0.001847448,0.057730388,0.053142812,0.64912015,P6_T3.mp4,6,00:00
7,369.68690476190477,85.33213936941964,84.21443452380953,101.81968819754464,0.8287932872772217,374.1562577385512,377.3052239518945,380.7156122020617,385.45058368219134,391.33767649851933,399.1746825776648,409.02452090662905,420.3599741434393,432.06351019071434,443.0676728761406,452.41614020665503,458.9398184866398,461.6265710212116,461.06879542130065,459.0001776005081,456.2952619831676,453.2532587759973,377.395611506431,379.0116816274434,383.5836314287405,390.68449373509105,398.2287602967887,412.05387040236764,418.16119241794485,425.8337403033917,433.67615743726753,440.1220636399115,407.90599836046823,409.2085295396592,410.29536500758144,411.4210610246834,406.9243325309838,411.23432501615326,415.7607596905321,420.4983019678619,424.71319316340185,385.4995999727187,388.8145883420801,393.5697365747402,399.9035982591815,395.525741825824,390.76665364618003,420.5659656414805,424.8556866988685,430.12393473703474,436.10537144098424,431.3454858044185,426.21399980767757,403.0379353255675,408.0410161924617,413.8383277399952,418.4542196025016,422.7371677380873,430.9584242474839,439.9602927667989,433.0741247988699,426.5908291547925,421.9371108881558,417.37296997438835,410.8475001473462,405.24765932526395,415.33951308527486,419.9921462278809,424.5981336025904,437.93352868966,425.08743714789335,420.45791204924296,415.8496743166443,152.82081871132016,161.56005808436112,169.8474634633602,178.19256248377644,184.73304926216952,188.28725285996157,188.25724808810617,185.144027244049,180.79077909323993,176.06721962221164,171.62161212269623,165.74777020015244,157.92444833613223,148.81086302063719,139.1029283274988,129.54328056691708,120.56196750113646,126.9462510394469,119.5000971686318,113.0127523368962,108.45490732732024,106.79541039694527,101.07068745676027,97.3858101644533,95.84239419519389,97.07860536105935,101.45749593946621,112.25679958850743,114.83991549543641,117.17427582171861,119.95251742095866,137.80533846813887,136.52020568699706,134.97657305706707,132.79422112897703,130.52895188779,132.30503410705987,126.29767094975959,123.33649127609687,123.78227333678629,127.28736232744421,129.99899988760572,115.24817338452756,110.57119777834713,109.14772260735943,111.14672498782049,113.01925215701293,114.48343404457484,158.9385003841703,150.58302349970216,144.61133106389406,143.4659353118725,140.9624740632368,141.28570265286254,144.05595875881627,146.46309158091526,148.0116072689833,149.8917193823232,151.9167647395209,155.49576597036335,157.39897156223563,148.81738104753293,146.96857731142762,144.93308854577344,144.2347857425321,145.4996980748738,147.3163486391972,149.23588935322277,41.34527547636153,-15.424706161868427,10.586012956315287,0.58397156,0.40076548,0.35621095,0.2902651,0.82359,1.0,0.56474,0.97472465,0.0,0.8297094,0.63400865,0.2835764,0.69531786,0.0,0.45414537,0.70424414,0.36755142,0.30117387,0.18679097,0.38541073,0.3944433,0.0002791816,0.0038612455,0.001933393,0.037605517,0.16703145,0.3948459,P6_T3.mp4,7,00:00
8,369.2919642857143,85.0739031110491,84.06294642857142,103.02718505859374,0.7943404316902161,372.5291533943456,375.22737834025764,378.2252171229523,382.76687048674967,388.7089785358295,396.8189736878112,407.01764940221017,418.70848245727854,430.79817057184346,442.1151665889946,451.66129197764934,458.39675502031633,461.289427841166,460.8267455080585,458.7199185897828,455.8791609271147,452.62750344610714,377.28129711702104,378.8724267090384,383.67838128534487,390.9412529623099,398.5785880488665,412.50883985204155,418.51325346001767,426.04608027498733,433.91535710799707,440.34967538781865,408.13462853267146,409.5479735785571,410.7290673766916,411.9480382384249,406.38556669205843,410.9965354506953,415.85149808370676,420.6948838943615,424.9754858092774,385.2036552648883,388.7776288713325,393.6003370476569,399.8547687516987,395.4335869258348,390.6132110628624,420.60739082507985,425.0018965866972,430.2409871757807,436.1263459511692,431.404233065737,426.2998123866276,402.16084449956844,407.51145503845174,413.4745649613169,418.17584546176977,422.5261809667313,430.386902299578,438.9555341605591,432.2989939488537,425.92981095408055,421.1263802871675,416.3970235975491,409.8886939776003,404.41237432822464,414.7789065977177,419.5299652235809,424.23473866725277,436.94765922866554,424.5105632762995,419.7643387659461,415.02204934352307,149.48852329567322,158.54641775598768,167.23110523459837,176.08084533392585,183.27060469834322,187.40535044209003,187.98147973903065,185.38662085753472,181.27259696258946,176.49850996634765,171.69680366380854,165.3621079565144,157.25307815381893,147.8290362890241,137.71824788960762,127.79837020743858,118.49109507635063,127.91897254651573,120.2161853045343,113.64881831201333,109.1514623214763,107.45901342660204,101.92784572579347,98.08829605625587,96.19009511999256,96.98343169088339,101.24939677358665,112.57278546635484,115.37249367712097,117.91593849777479,120.88361379981275,138.18620648293629,136.92285903034863,135.4193901541493,133.14782011645485,130.8859846314868,131.8099196964687,125.99499457358546,123.09770870958151,123.6528435018154,126.8382529669178,129.44330696854772,115.2071720850382,110.51347805092287,109.04956270368582,111.02317142045608,112.77358180243843,114.2390667634005,158.48795885607936,150.32958570360628,144.47662139739683,143.36539383272134,140.7915368250107,141.0643327427852,143.6752930608498,146.253173585433,148.0494970111414,150.01054881811157,151.9934867882896,155.28825337864592,156.9708277083018,148.58801453131005,146.80357742925625,144.72503303434482,143.84080993351338,145.31561309426542,147.2179775598932,149.06510341292642,41.990374897725005,-14.3686840009524,9.613889570371756,0.5909162,0.3819007,0.45848393,0.29247174,0.809608,1.0,0.57525915,0.101330966,0.0,0.8108325,0.716353,0.3505198,0.5185337,0.0,0.47153693,0.6713817,0.14339775,0.346985,0.14836663,0.5270485,0.5323147,0.00081778504,0.0058064265,0.0016167116,0.036180615,0.13239805,0.29086572,P6_T3.mp4,8,00:00
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6_T3.mp4,9,00:00
