frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame,approx_time
0,293.7938244047619,217.3784388950893,66.49490327380954,81.49216657366071,0.9985976815223694,294.565618498875,295.0489856093595,295.99708523995054,297.6196017053988,300.555386118998,305.7175712963008,312.8257844662507,321.38889459143695,330.87574881518594,340.1881594915991,347.98614977300736,354.087418924765,358.0312489948365,360.22262319856856,361.4163910800062,361.95927142990485,361.9785705005153,302.4574010394074,306.63981739995353,313.01190304784586,319.78819376976,325.9185106165908,335.7827021807529,341.53412831890796,347.71067608647166,353.37768409123777,357.1451529473377,330.75993107642745,330.86746612737636,330.96060410662255,331.1212159733306,323.5577726420367,326.99857660422066,330.6969220298256,334.3457753356621,337.6018217349726,309.546667779572,313.2430693090583,317.0304288563266,321.09606573040935,317.42208166560675,313.6046602165949,339.3238339148735,343.08876142552305,346.8559563292465,350.5355913904118,346.81147695509117,343.0956102349363,316.324663417872,321.76065670954887,326.99006076545237,330.34890925124915,333.8787681365143,338.7174665589075,343.4309104574869,338.90615562982293,334.3049039725935,330.5116019902641,326.85498475750126,321.7698224566147,318.1989144306749,326.95892928368545,330.3823780713776,333.96468426481323,341.6437092695199,334.0907781320785,330.5148427885907,327.0662719850934,252.37011927545703,261.5663216852558,270.7562057040725,279.80905524688455,287.9564805277176,294.7967391295515,299.83340603101834,303.1863732838807,304.1984174792956,302.64915850227965,298.50190422069977,292.44817454943103,284.9637315061221,276.7077336525737,268.15988908641157,259.4138895204088,250.8220726834266,239.46285888402755,235.08964052200236,233.25790167214032,233.6490750647616,235.60372381410852,236.18483509246798,234.4623274667798,234.27886389172735,236.0055973785429,239.98962850267665,242.9682602337199,248.4162258271285,253.66543897136472,259.1331466222054,265.8035605793647,267.04190109534125,267.8304700967954,267.0939811907517,265.9815421924996,246.24717291330967,244.9675238762169,244.6954687656139,245.70563026703687,246.8099060673458,247.06586793302117,246.24833866810343,245.513866517853,245.92715865049203,247.34261520666905,247.91462776886334,247.58504557357602,279.42931645159643,276.917703577249,275.74382930136653,276.57013961426816,275.89287688052065,277.08361379949463,279.21076074286526,282.41113652200056,283.9060363529842,284.1814750668761,283.8485180114609,282.3886549408032,279.5199713731319,278.56630234901377,278.8880798159569,278.59892016814274,279.4058031774066,280.4762108865703,280.75962919202533,280.49673982848816,1.8730122676351713,-0.8984190087728902,-3.8293838974830745,0.49715403,0.20258866,0.6290501,0.22757544,0.2513434,0.0,0.3245686,0.044295307,1.0,0.21984385,0.45632178,0.36293516,0.5174004,0.0,0.60959214,0.4756657,0.42558634,0.3806196,0.54920524,0.8524225,0.7342209,0.00014744878,0.0028921496,0.18098567,0.025502602,0.041444886,0.014806347,P22_T24.mp4,0,00:00
1,293.3125,220.63759068080358,65.2667038690476,79.690576171875,0.9986617565155029,295.1643313298701,295.48247488987346,296.3792609127865,298.0217681330574,301.03999524037215,306.43498681291794,313.804593955483,322.5205094279149,331.88952391723205,340.9036417999029,348.459026245389,354.2721635222974,357.9142604865742,359.7304127424307,360.56954840833237,360.6732298472958,360.2381724975564,303.519982301475,307.54331232587435,313.73340202735477,320.33722854957836,326.31647842548125,336.3173996507566,341.4808379095889,347.12009930438745,352.3660780204836,355.8614135944125,331.47358407965777,331.69836589532355,331.915008233538,332.2009159288873,324.62419385466234,328.05088251214505,331.6205449670021,335.06966563674655,338.1818757790447,310.6170565973179,314.2986796164871,318.06014703351224,321.96764910182713,318.35864868924574,314.60415511722186,339.6160482860209,343.2453774425309,346.90343416651626,350.3260331355737,346.888580190159,343.28946057881143,316.7077882447417,322.35785097691434,327.7560031518739,331.1740022901868,334.71281680949295,339.50216970058653,344.09650002795655,339.6434876728911,335.0774745191754,331.2464139999499,327.5020434755125,322.27586911124035,318.5544692409548,327.7190449083204,331.21146782610253,334.8102511425134,342.3208114628753,334.8614591715209,331.24394593710923,327.7164001481401,254.9015294058882,263.9000010241305,272.8646835511043,281.74859829412475,289.7746132537576,296.4471493914833,301.2195393379725,304.35205257458546,305.22694380214836,303.6475431817391,299.55176724809155,293.6688516217719,286.43908047382416,278.5008327927597,270.2683840412116,261.853845831218,253.56021990075877,241.75830819134998,237.5046560347004,235.59157531320722,235.76555521875088,237.47039955046893,237.53155107976625,235.75833912739697,235.5070641106151,237.11593043738617,240.88345686318632,245.55202857277172,251.0120219666446,256.26961710784286,261.7111256800248,268.48981131955446,269.59248251764274,270.27209468534386,269.6219282743049,268.6183785838348,248.87705356091138,247.39949330718483,247.1794566700752,248.53260204700277,249.5171168740634,249.7126980293768,248.75651747571297,247.53511991517902,247.83813875290147,249.52090446703713,250.14137717514697,249.87798414081502,281.47269964807833,279.04316822731107,277.85377283494967,278.63303090237366,277.90621204542043,279.02017477350245,281.00693686064267,284.3632971269957,286.02569419780326,286.39351535985645,286.12395501838,284.7064718601276,281.5836427777091,280.7009426677174,280.991410294412,280.64243874855737,281.23831347701656,282.6207478629663,282.97374924814727,282.7842328015231,1.362372677964441,-2.73850875164913,-2.988826872217702,0.5886725,0.2800524,0.48375556,0.22442913,0.3047417,0.0,0.41037178,0.02588626,1.0,0.33515576,0.6193053,0.6478777,0.510269,0.0,0.6805676,0.51387185,0.23845434,0.38534325,0.73174095,0.75648814,0.55106187,0.00022205207,0.0016984919,0.2771665,0.09845508,0.022477288,0.048918642,P22_T24.mp4,1,00:00
2,293.40987723214283,220.40426199776786,65.66367187500003,80.4847726004464,0.9985318183898926,295.5037516776042,295.8275729082695,296.6924264719832,298.33159191453564,301.3458764662857,306.75446126746994,314.22041415867795,322.98750079959643,332.4314164698972,341.4986009002698,349.153800189531,355.03009830456296,358.70384674121243,360.5766918215629,361.425583441181,361.4997760425714,361.0422952977004,303.7789913971968,307.86603775627225,314.11708679971167,320.8072411392606,326.9168590971195,337.01024786556354,342.24405002653083,347.94298361263355,353.19472946839704,356.64016640821654,332.2680292560034,332.54466841334494,332.81543571675894,333.1512769778171,325.2604522795544,328.7548702675528,332.4089134532278,335.93053481939745,339.0628004596948,311.2027993446758,314.86497101833675,318.65093806727714,322.5758694474764,318.97251417732303,315.1953606659936,340.2863854405249,343.87734073679593,347.55975303634835,350.99012464114,347.5357187322822,343.92624406926114,317.41695357260375,323.0611292424723,328.4276180320436,331.81567199152016,335.3407876864486,339.99465792127734,344.43453362076406,340.1262910702061,335.7139324901053,331.92183741321804,328.19573736910075,322.9996733830571,319.2810225340204,328.3787665100542,331.8384973844836,335.4053089990172,342.6681878518446,335.50689782868335,331.9194944283666,328.4291493194404,255.73360367147637,264.85129755906496,273.90865526918816,282.789932198839,290.77754750103395,297.4167721428406,302.13766786323646,305.23228455776297,306.13459277796306,304.6212087789302,300.6082168599764,294.70041797563897,287.39038007636606,279.39570127929943,271.08935368650975,262.63732079240197,254.327683234397,243.043021951883,238.7266537916988,236.6986622414714,236.7688568011435,238.3525245890013,238.503385181183,236.80660361114641,236.6235543216746,238.33494932425538,242.17571170810692,246.57251275365945,252.02893589419463,257.2783819405032,262.73164464201267,269.2540021205025,270.4347225676615,271.1804134761431,270.55833660627553,269.5643641408907,249.83900206667712,248.36027927597544,248.12273112264862,249.45645366165704,250.47412941973462,250.68177429342748,249.7556793081013,248.583637115644,248.91746352486427,250.61312253459124,251.2323872469651,250.94609119260053,282.47303054505693,279.99463037990944,278.77794770580397,279.59479166776055,278.88248397587296,280.0562618192706,282.09870561389516,285.3330206214216,286.9407284700651,287.2607848061533,286.9723616439199,285.5656266310261,282.5569404890255,281.61082363315023,281.9338216529218,281.61892909425814,282.273738671412,283.4001502264607,283.7343508224509,283.51754700797494,1.8730289273333893,-2.4733144870622548,-2.3988359337902216,0.5709832,0.32185757,0.50810456,0.21866699,0.3056558,0.0,0.41342193,0.011712096,1.0,0.2077465,0.47983286,0.56689006,0.4837654,0.0,0.5912089,0.5027208,0.30677295,0.45568407,0.38635275,0.67355776,0.733882,0.00011660876,0.001407184,0.14210363,0.07533127,0.010071635,0.037087623,P22_T24.mp4,2,00:00
3,293.41411830357146,217.62852957589286,67.32367931547617,81.63984375000001,0.998633086681366,296.2259778983173,296.62755637983594,297.52076029372665,299.1357339560733,302.0363572912876,307.3201540629499,314.4903047487259,323.0306003088903,332.41579824989924,341.60022227840767,349.3981892455582,355.330774276222,359.031442208032,360.9188909977701,361.8761860110451,362.23915333871065,362.1833467982177,303.85501869512984,308.14086991133433,314.82346518239274,321.8707620641057,328.2546811041635,337.0460944178727,342.8899565672715,349.0468713945363,354.6956821813647,358.3165555776682,332.3102814363901,332.3820819200043,332.44470880572015,332.59591842862113,324.9885970445283,328.4349823023219,332.0321888671283,335.6329457486261,338.95798667088417,311.1616463574049,314.92241858149214,318.7418965767257,322.80600482247104,319.083334270113,315.2527732138921,340.6408075859238,344.4399734485735,348.21515131620953,351.82434603918614,348.109103123064,344.4414099253927,318.07362245127825,323.22707354993827,328.24546663090854,331.64081900593163,335.20901574619376,339.9445893148732,344.60313035428794,340.14002607366336,335.7459953064312,332.0102621579569,328.4016280113001,323.5718279865504,319.9945656761181,328.2243282321867,331.70466631301014,335.3408738073919,342.8311778044169,335.6322216708798,332.0713182621103,328.62402498746553,254.25390737506692,263.4017129233586,272.51249707720376,281.4838612288716,289.484488214265,295.997088716376,300.6031282798494,303.4431013448084,304.1986355976867,302.8314191506351,299.04779176284694,293.4001488433512,286.3623350443798,278.5152475772159,270.27648076401226,261.8024996306667,253.48179816506936,240.3245580802126,235.56192502543465,233.59711378391034,233.85576428175105,235.71876668854748,236.57485139910267,235.0865212703137,235.0910671939062,236.96595849014952,241.20871248210912,243.59162314840722,249.03867317483892,254.27822821227034,259.72675559087793,266.77300139199144,267.8311651067915,268.545187515329,267.93147907133346,267.09175910177777,246.5900057383733,245.11144190015403,244.96127459884752,246.4161424088864,247.1479981515942,247.28166348748974,247.35648582782733,246.41449571594728,246.8874177529862,248.62126571145973,248.91583396911753,248.51293433767876,280.73873267392764,277.77982983914336,276.28319617361893,277.09715298981536,276.35334996429407,277.7965069846543,280.27696960925255,282.44247009289586,283.4079635348464,283.6130643958146,283.37224431247586,282.52061793546324,280.7125841243485,279.3111725217955,279.5618902807789,279.27004023433796,280.3386913977856,280.05061356282926,280.2796381861078,280.09254583940975,2.9038115917605554,-1.206984168120993,-4.721706155916734,0.61019856,0.25907004,0.5668263,0.2747048,0.15897737,0.0,0.3389822,0.0007441449,1.0,0.08473616,0.24400863,0.74365336,0.47589794,0.0,0.5744139,0.34870222,0.0332059,0.18783022,0.45201275,0.8013072,0.83975446,0.0001276471,0.0018295042,0.07161694,0.043214902,0.013790154,0.029666333,P22_T24.mp4,3,00:00
4,294.31938244047615,214.14410574776787,67.18307291666673,83.81103515625,0.9989151954650879,295.2493914100782,295.7599182816197,296.7434006662956,298.72294217436905,302.31963767421297,308.38530044771363,316.2744764378444,325.0967709087567,334.29793813500186,342.8311954113455,349.9383596189586,355.43245817408064,358.78788770474824,360.4870482674018,361.1465897105085,361.10102450983,360.6907518701195,304.59715737104165,309.1140978786429,315.90927743895776,323.09407213582057,329.5484448563806,337.7370047765584,343.49462737086327,349.5393508934798,354.93200827956065,358.30307181146094,334.03302334110816,334.51527952637156,334.99716404442773,335.5545749357702,327.46072421247703,330.9776311554164,334.53384490283537,337.8737123678588,340.92239655992347,312.06790502411644,315.82299669519165,319.6879070340514,323.7720560654274,320.15198149932297,316.28446949001267,341.6017502630279,345.1473235379821,348.87174067519703,352.39211851028125,348.8772437477168,345.2783182446296,320.59400470940494,325.9378777772221,330.891794014446,334.0450485736514,337.24177021220424,341.46299250745545,345.53188519943836,341.66546121590403,337.8855337829013,334.57526181791076,331.236509354509,326.3998061641036,322.49891004709974,330.88268816786916,334.1075426161555,337.3526709111324,343.88192857931466,337.6838623605585,334.47003803584124,331.25884535473637,252.0788706199632,261.1739088746503,270.25130492625925,278.9920963754079,286.50340670844474,292.2900373288098,296.10854621577477,298.4855738127039,299.1850215235276,297.86036962383827,294.4231373397883,289.1763173701142,282.42313620421504,274.76059328563446,266.69181211493145,258.43133459015684,250.48152289355806,237.64293263511667,232.89894242901522,230.806953606861,230.90895227671302,232.51249845299338,233.4353301446203,232.14640325656677,232.27844702387978,234.3703189507027,238.5452896598685,240.63076531394785,245.36474748130007,249.88109751761243,254.67084774994458,262.30833909983215,263.19467546956315,263.8022014875564,263.45255855968156,262.9257562612433,243.85692059745946,242.06725307521577,241.80532360824458,243.5353505329944,244.330022979087,244.51650100567662,244.50566570765972,243.30565720161707,243.73673121566702,245.72572026436268,246.00925138909537,245.64996309773,276.5059484853659,273.3298004251223,271.6661460700229,272.44072450839616,271.892041801791,273.71111899046394,276.48593240786744,277.8558677605137,278.28055149645246,278.2863962630176,278.0703197390789,277.58549185652686,276.29084309187186,274.55872404042333,274.83094629118153,274.7300806068483,276.3195334024162,275.36998363429615,275.4494125132582,275.24844845753563,6.086572235265344,-0.320785719768857,-5.653615993260013,0.62768316,0.20349562,0.29024625,0.27474505,0.24553002,0.0,0.33575603,0.0011995438,1.0,0.07694199,0.18045577,0.6624783,0.5824701,0.0,0.74082375,0.37948838,0.07318705,0.28565523,0.47889754,0.588906,0.89793795,0.00039684825,0.0011662028,0.009479746,0.030464606,0.011278105,0.049276512,P22_T24.mp4,4,00:00
5,297.34120163690477,217.4493373325893,66.59321056547617,79.67113560267856,0.9991113543510437,300.38509959838046,300.42069685120185,300.9158814637478,302.7467886307149,306.616231524328,312.96620473706895,321.36015291731206,330.8241698748878,340.33964450132765,349.0426863047005,356.03781787629606,361.03001524795974,363.6611490002634,365.00429673104446,365.8357683217389,366.0472006459767,365.57522612039463,313.63379533440457,318.1720027212321,324.59666933315776,331.27191997629023,337.18245723368335,346.19751600283564,351.0526638799054,356.37766073322325,361.15996438204377,364.19213173859055,342.4118385581117,343.05238681130606,343.69341943901367,344.37487739373364,335.29673596740236,338.8813410039456,342.49421071796013,345.6247004021461,348.3473581433343,320.166052922741,324.1060691829154,327.8532616479412,331.7653038553521,328.2511810089912,324.51842860298,349.1081395477319,352.67741555556586,356.08827260499186,359.2848651639093,355.8553226553243,352.5137938450347,327.7977950676655,333.31017362601386,338.3756198211084,341.37615467268677,344.3356544552185,347.9392070830101,350.9287722764972,347.6880161590309,344.1892707788305,341.02033315535033,337.77039671622947,333.184259046698,329.80206272213934,338.1409831084304,341.18748795056547,344.1109331737502,349.35520474056415,344.19821176249036,341.1981384913304,338.1140917751669,251.94267714008123,260.96489895350396,270.04201464557224,278.7731786633243,286.44019466985117,292.37533815251066,296.3401999759461,298.89586817910595,299.82997018134455,298.63636310907214,294.9332515740019,289.0133915318622,281.635199499722,273.96079250797726,266.2155585653674,258.2767742658393,250.67876738112255,237.92171035128214,234.00972512910806,232.06821246670143,232.0242711505761,233.3290364750854,234.02282888431884,232.53302679727486,232.4077689728135,234.10172779398204,237.453935637655,241.26838207919636,246.05414188263103,250.62126927715363,255.44473621180364,263.3079495394998,264.30247868688076,264.8381399131523,264.4781812676215,263.72210114526297,245.04924427140753,243.8280420981966,243.3657607614006,244.15412302042756,245.43090574438781,245.76834952284418,244.75905550059863,244.06609222656115,244.53111455324907,246.013619680716,246.44371575574624,246.03087481043033,277.3977430973511,274.0308216655268,272.33979615942445,273.1617911052328,272.5403272078552,274.43354203278034,277.31969611697866,279.42840061500436,280.4214025580381,280.4978539517791,280.14614676854245,279.11877702917207,277.212677842198,275.389822689196,275.7236820962553,275.6162934174352,277.0615245014868,277.01807895692195,277.1221738890529,276.8350081850582,5.715390569657526,-0.7585705507106446,-9.534347078606727,0.5424856,0.32980222,0.6768037,0.2553573,0.14214313,0.0,0.36715147,0.0016634467,1.0,0.06534128,0.33572763,0.5348031,0.4977938,0.0,0.48616043,0.45463222,0.17315386,0.26773274,0.20789482,0.69156885,0.73233294,0.00015844585,0.0006462156,0.008266878,0.019505797,0.009362353,0.2297274,P22_T24.mp4,5,00:00
6,300.6554501488095,221.05567801339285,63.75701264880951,79.6860770089286,0.9983599781990051,301.99941918036234,301.832224487797,302.2417957710666,304.3152333828978,308.7970237790876,315.69829826354714,324.3167487889628,333.8326457307807,343.28778501786627,351.6152884512441,358.0019324910581,363.0311046145863,366.0383976389202,367.70000550400266,368.5274780247999,368.54291822054756,368.0180313594207,318.04253490836555,322.76197408338345,329.44645032282585,336.31728043460686,342.26436621076095,350.5162132549346,355.29842774038605,360.40367232336195,364.92695432715385,367.34865983155225,347.1826698633835,347.85883530536466,348.54278069093954,349.30534625375446,339.42127274319864,343.22074641233513,347.12634649152005,350.3704689782778,353.1681594929698,324.8626215492195,328.8977192169923,332.6315478309337,336.38145784476507,332.8902124317516,329.19137076561276,352.6669829361287,355.9429034487544,359.1794625764287,362.14123295645226,358.9937698568058,355.8010177961365,332.31621788270974,338.0532907785708,343.19245363577863,346.047858222874,348.8281592812256,351.99418025364963,354.59857479248865,351.66285724921755,348.56182872866145,345.5137722196516,342.33274422050056,337.70303942785665,334.2474107676033,342.86360425443786,345.7860474470644,348.56001625828577,353.1510151191016,348.58620018566296,345.72638981366066,342.76309764247253,249.95377106111732,259.4124212971067,269.12316165410783,278.49599312768584,286.6595876835034,292.91269027393844,297.33291224838035,300.36975195959343,301.42081378972426,299.73061106968936,295.163271216828,289.0687369858966,281.9555260087171,274.44782914439014,266.75981997564367,258.8263806595773,251.19682366044694,238.23020255761554,234.16018491225066,232.31773610555567,232.60534323646087,234.41386094484113,235.87177677757603,234.544343138012,234.53538622859247,236.32858200776693,240.00135658817234,243.28918069947613,248.2842407626316,252.99005506207368,258.00509219650843,265.20649296652795,266.34435958855124,267.05443190557946,266.6784867924325,265.87122502620196,245.52177942841814,244.34719033271372,244.11454152129787,245.4495256958626,246.4937052681989,246.62021627038152,246.64415170856617,245.87142092274803,246.37943984023696,247.94378986100867,248.38808163613712,247.99413151067316,278.8379458719,276.17809429923875,274.80656718815277,275.68669254332315,275.1227064784942,276.78800767943665,278.9806123686735,280.9953783765821,282.10834917910535,282.241115483921,281.90000057978625,280.65299246334735,278.6961172152058,277.50078730284366,277.900784695819,277.75108490205304,278.8526508202311,279.0104725331334,279.15876452758243,278.79234913288883,3.008782394535232,1.4190581266872224,-12.652763785018895,0.6484816,0.20798497,0.3588478,0.3286801,0.14957844,0.0,0.33989745,0.0030557693,1.0,0.09982142,0.32703605,0.39534715,0.44197464,0.0,0.52247447,0.4070608,0.17063798,0.3806256,0.60518897,0.72215796,0.86241084,0.0002692561,0.0011376252,0.0031401496,0.00973951,0.021136245,0.10216631,P22_T24.mp4,6,00:00
7,301.87466517857143,223.91810825892858,63.28980654761904,77.40724051339285,0.9980985522270203,304.1992520717078,304.0879816918493,304.5309523835673,306.6258388521076,311.17030835788614,318.12258035361356,326.9677679012406,336.6870706604953,346.17912932063615,354.5245254627216,360.78678241156376,365.6699837077582,368.56598950512375,370.3041433213136,371.2920328389235,371.32130482878836,370.74503363660034,321.9300733943047,326.4460377289428,332.8201117966258,339.3191966944883,344.8222366669348,353.9498654203446,358.4695226653742,363.35521543034855,367.6343241329797,369.88384914794034,350.4952003467662,351.23080373572583,351.96847227547414,352.77283466616115,342.74697051503597,346.5796855246755,350.5169591741104,353.87789519218995,356.6681464447457,328.5959316756949,332.6127883745564,336.19127944649466,339.72944748038,336.33053040490057,332.77694848416377,355.70889220831253,358.9566435680209,362.05285825993997,364.9429343616094,361.7687643798667,358.71074667264173,334.782625144742,340.6892000105691,346.01622601861334,348.94291563815233,351.7865452251677,355.00181890518104,357.7538620998481,354.74982067958985,351.6524765218239,348.4946173556934,345.18872065126,340.29854877907917,336.62045432191877,345.7226202643982,348.7143427556893,351.5482390046712,356.3290409340127,351.6707915856546,348.75744516558115,345.7127042186543,252.06256671173168,261.55449249353757,271.39950369423025,280.85581254567853,289.06640915357804,295.31381141189485,299.5323608133832,302.22071099284204,303.1851751673238,301.55002974368864,296.86827753984034,290.6325408920107,283.42062462983654,275.9482502214142,268.30043765470754,260.4162151520757,252.92164729342196,239.31317422612514,235.39985189656073,233.7140009308071,234.13177041581667,235.99946953536542,237.33119143364343,235.92104501892157,235.87640758743146,237.737570753881,241.41894564493492,245.06529325324243,250.23775961137778,255.10654637653133,260.24124483626235,267.2905290896808,268.5464397454352,269.3220007570268,268.9258406112346,268.02477601230476,247.29131264441432,246.0106229474948,245.81089850520397,247.20504415376178,248.11804842474453,248.18431595769195,248.23677798530022,247.387876437725,247.93904746610508,249.53890261862261,249.90017943319785,249.49709023589898,280.3085420500883,278.0122604710253,276.91095375795817,277.8344747954906,277.3639083187369,278.9835955627422,281.2215103331887,283.31914987473084,284.4737574098954,284.5231604675017,284.09830967456,282.5586982371399,280.2891694961754,279.64390676517405,280.12194764826745,280.02593197808835,281.07703282694234,281.2278718834733,281.2903025544997,280.86363022105,2.0227776921504304,1.6992116446209815,-13.994240639860179,0.70071965,0.22309001,0.25021258,0.30362484,0.14821249,0.0,0.3569452,0.21455483,1.0,0.06051951,0.41729575,0.8022157,0.4670349,0.0,0.83940834,0.53012294,0.2651281,0.53677404,0.4807281,0.7876021,0.6400372,0.00077133666,0.0033689477,0.012858413,0.07558947,0.027074466,0.24030024,P22_T24.mp4,7,00:00
8,301.46480654761905,222.26044921875,63.03809523809525,79.36333007812499,0.9984220266342163,302.86876065372394,302.67753330000755,302.90496400081605,304.6191841837338,308.6292579789032,315.1963529916215,323.5104500193233,332.7134512582069,341.8951911374364,350.239861835702,356.8532317393293,362.0086303713996,365.15095771877526,366.90019627779924,367.89980658073176,368.2241508786656,368.04239477807505,318.10510056120427,322.6686664987003,329.0388604882391,335.6116433616899,341.2911482747629,350.23114271984866,355.01272628923147,360.1410252734608,364.66597392895807,367.2495853277805,346.35413336120047,346.8347689461064,347.32250016565865,347.8599632693195,337.9634034793192,341.81226871270655,345.79108056075137,349.20056706731987,352.11480098161115,324.2767700463565,328.2467946604554,331.887451267291,335.65467129018475,332.14041631893747,328.5162982173354,352.18949247015144,355.5440928236042,358.813869122242,361.92079776749443,358.6030152430941,355.3919226812347,329.463395147378,335.7590963261467,341.33325093249994,344.36340481088,347.33734990984635,350.87568178857526,353.90175993441454,350.54436106265723,347.0452765582836,343.74683957218275,340.3027944866332,335.2277808803433,331.364573950209,341.0048309020252,344.154838564342,347.145580449643,352.3847246000621,347.1236066882705,344.0575375455649,340.8544431830788,252.79163564105843,261.93900142780774,271.17610428680115,280.15358071234226,287.9753655787642,293.991612282625,298.121419235942,301.0469777831287,302.2039862920382,300.7619546541505,296.5693598489758,290.80023423206677,283.9321764567009,276.665281572631,269.1700945777065,261.3551697708605,253.82929841347186,239.98181545784033,236.04398657638527,234.19057700511974,234.41571723506442,236.16022868228706,237.55312730763023,236.2795290067213,236.36937109435826,238.19938919644892,241.75946493798787,245.17693829091414,250.30004327058242,255.17203090186615,260.2959845194381,266.92310008650213,268.2341236027892,269.0787084799706,268.6238726226383,267.682446523805,247.7230762240428,246.73109230922805,246.52873616213245,247.52633981958706,248.57246626500657,248.6872452510443,248.71926075456815,248.16894319918217,248.72620312350602,250.07170574766616,250.45958719647638,250.06789113448036,279.35351100867763,277.37325561509505,276.43062609662564,277.31302786821766,276.8035045355399,278.10273794529877,279.8816646396826,282.3022410603651,283.7143688555997,283.86949078198205,283.4431736994201,281.8295979983247,279.4788596520844,279.04011101762217,279.50494320504396,279.32036588011806,279.9263160493845,280.6810588389289,280.86716882093845,280.4748369900781,3.4651113836087197,0.6656269925105347,-9.555166870970828,0.57034045,0.24283391,0.1998906,0.24699645,0.18503419,1.0,0.34117228,0.0025208404,1.0,0.14391035,0.5614187,0.37822235,0.4655359,0.0,0.6171425,0.685188,0.17267825,0.48473647,0.3445946,0.63764787,0.73853934,0.00033667719,0.002743827,0.017067414,0.03283867,0.0073609157,0.20111322,P22_T24.mp4,8,00:00
9,298.14008556547617,217.24015764508928,65.67234002976187,80.79500558035713,0.9992849230766296,302.20930212159675,301.64778574774374,301.6889648094675,302.93814969872557,305.9743943338492,311.4664268555742,318.76425868074176,327.28357563898635,336.28851455749674,344.9782370986736,352.32224240777947,357.97537935819406,361.728457218368,363.99994991394624,365.38648936010236,366.0644247478074,366.1208500165399,313.07830041593076,317.50976730817627,323.731834972856,330.16296623308443,335.6834916662684,343.8130934401468,349.1324463781974,354.82704700161037,359.94962808382894,363.24943142758485,339.84050949562874,339.97155203903094,340.09697170385095,340.23797130768185,331.7285680680476,335.2610418511428,338.8813666108124,342.3283587700761,345.45678278471144,318.52124977297115,322.09274563995785,325.745784804205,329.75615125660653,326.13824497040724,322.5018750695419,347.2054633503261,350.5332134986283,354.02172134107246,357.55328783543445,354.0457673819569,350.6516233466752,323.7657109381684,329.2527504824062,334.3871147603382,337.55611249596615,340.831713768291,345.0611586657612,348.999017145325,344.99100848784803,340.97107216192944,337.5127128884096,334.0879406347458,329.2626728693802,325.7574639795541,334.2136781395679,337.473751483064,340.75390653578233,347.2791617784443,340.94864421560095,337.6904663542991,334.4427252028836,252.11317505892865,260.87029412781885,269.6066062343912,278.1787453115266,285.79194376566517,292.034650804298,296.72199334548924,300.147349268975,301.7064989518959,300.93013718391103,297.55717862949507,292.19321251297106,285.37566582548897,277.83649519728897,269.8399643639169,261.56651976291624,253.58563821546466,237.61721492779074,233.68424540534983,232.11194003579737,232.54685206845903,234.49904269794965,235.22905472526796,233.94075095539046,234.20183629091562,236.30030844718084,240.22749328158397,242.5166607707323,247.74797780711637,252.8158701827956,258.06280183164534,264.4635389193114,265.73238510215253,266.6568083009237,266.2678761587445,265.5325273088459,245.0219594612937,243.702770311578,243.61926796412294,245.07784440202272,245.76517629597106,245.83912610663631,246.21761576001995,245.21003694834155,245.67056688517067,247.3767117901436,247.58738192243004,247.241725141261,277.36706862985625,274.6707567664096,273.47191628875345,274.4849648379222,274.0548521892919,275.90068199626904,278.77632496779717,280.87792929281017,281.7949554878966,281.7202630874082,281.18684088028436,279.7442864679439,277.45375804569574,276.78289604276415,277.30207901779494,277.3209182615545,278.6714724405662,278.2825171827505,278.2446768857758,277.8002729948703,2.5986159291837003,1.5042429775294208,-6.069332914350779,0.55736375,0.20326214,0.28163686,0.28933388,0.20605364,0.0,0.41739514,0.011635554,1.0,0.10714874,0.46798792,0.71887445,0.5481796,0.0,0.82303417,0.62619823,0.36550352,0.19845363,0.2716297,0.80067813,0.9043418,0.0021814203,0.0021533696,0.010060827,0.040275846,0.01126033,0.029726466,P22_T24.mp4,9,00:00
